podcast_date,title,summary,href,transcript_href
"June 23, 2015 ",Examining Race-Based Admissions Bans On Medical Schools," Researchers explored the effects of black and Latino graduation rates from medical school, following a ban on race conscious admissions policies in several states.",https://www.npr.org/2015/06/23/416736883/race-conscious-admissions-bans-negatively-effect-med-schools-diversity,https://www.npr.org/transcripts/416736883
"June 16, 2015 ","Disagreeable Teens Fail To Understand Their Blind Spots, Research Reveals", Disagreeable teens tend to grow up into disagreeable adults. A 10-year study finds that disagreeable teens often have no awareness that their behavior is harming their relationships.,https://www.npr.org/2015/06/16/414831873/disagreeable-teens-fail-to-understand-their-blind-spots-research-reveals,https://www.npr.org/transcripts/414831873
"June 15, 2015 ","Having An Older Sister Can Change Siblings' Lives, Study Finds"," According to the research: men who have older sisters, on average, are less competitive than men who don't. And women who have older sisters, are more competitive than women who do not.",https://www.npr.org/2015/06/15/410487951/having-an-older-sister-can-change-siblings-lives-study-finds,https://www.npr.org/transcripts/410487951
"June 10, 2015 ",Retailers Use Time To Their Advantage; More Impulse Products Sold," Retailers have learned that the more time consumers spend in a store, the more likely they'll make impulse purchases. Stores are adapting the ""shopping experience"" accordingly.",https://www.npr.org/2015/06/10/413318023/retailers-use-time-to-their-advantage-more-impulse-products-sold,https://www.npr.org/transcripts/413318023
"June 9, 2015 ","Smoking Pot Interferes With Math Skills, Study Finds", Researchers studying the effects of marijuana faced an obstacle: they couldn't create an exact control group. But a change in drug laws in the Netherlands offered a perfect laboratory.,https://www.npr.org/2015/06/09/413069509/smoking-pot-interferes-with-math-skills-study-found,https://www.npr.org/transcripts/413069509
"June 2, 2015 ","Many NFL Players Make Abysmal Financial Decisions, Research Shows"," New research suggests many NFL players struggle with money over their lifetimes, and a staggering number of them go bankrupt. Making a lot of money as a player does not seem to offer much protection.",https://www.npr.org/2015/06/02/411406460/many-nfl-players-make-abysmal-financial-decisions-research-shows,https://www.npr.org/transcripts/411406460
"June 1, 2015 ",Researchers Link Feelings Of Disgust And Ethical Behavior, Research finds that people respond to feelings of disgust by trying to protect themselves from it — and this can quickly translate into self-interested behavior and cheating.,https://www.npr.org/2015/06/01/411138504/researchers-link-feelings-of-disgust-and-ethical-behavior,https://www.npr.org/transcripts/411138504
"July 31, 2015 ",Why Peer Pressure Doesn't Add Up To Retirement Savings, People often do what their neighbors do. A firm decided to get more people to sign up for retirement plans by telling employees how many of their coworkers had signed up. What happened next?,https://www.npr.org/2015/07/31/427990401/why-peer-pressure-doesn-t-add-up-to-retirement-savings,https://www.npr.org/transcripts/427990401
"July 28, 2015 ",Research: Let Your Fingers Stroll Down Yellow Pages' Listings, Researchers examined the quality of plumbers in the Chicago area who choose names that are designed to show up first alphabetically in the Yellow Pages. The first company isn't necessarily the best.,https://www.npr.org/2015/07/28/427018673/research-your-fingers-should-walk-farther-down-yellow-pages-listings,https://www.npr.org/transcripts/427018673
"July 22, 2015 ",The Unintended Consequences Of A Program Designed To Help Homeowners, A Maryland program designed to help struggling homeowners ended up contributing to foreclosures in some cases. Researchers say it's an example of unintended consequences of some government policies.,https://www.npr.org/2015/07/22/425224940/the-unintended-consequences-of-a-program-designed-to-help-homeowners,https://www.npr.org/transcripts/425224940
"July 16, 2015 ",Nice Kids Finish First: Study Finds Social Skills Can Predict Future Success," A study finds that children who demonstrate more ""pro-social"" skills — those who share more and who are better listeners — are more likely to have jobs and stay out of trouble as young adults.",https://www.npr.org/2015/07/16/423605191/nice-kids-finish-first-study-finds-social-skills-can-predict-future-success,https://www.npr.org/transcripts/423605191
"July 2, 2015 ",Not All Online Restaurant Reviews Are Created Equal, Reviews on TripAdvisor or Yelp by tourists tend to be significantly more lenient than reviews by locals. Reviews written a long time after the reviewer visits the restaurant are similarly lenient.,https://www.npr.org/2015/07/02/419405945/not-all-online-restaurant-reviews-are-created-equal,https://www.npr.org/transcripts/419405945
"August 28, 2015 ","Scientific Findings Often Fail To Be Replicated, Researchers Say"," A massive effort to test the validity of 100 psychology experiments finds that more than 50 percent of the studies fail to replicate. This is based on a new study published in the journal ""Science.""",https://www.npr.org/2015/08/28/435416046/research-results-often-fail-to-be-replicated-researchers-say,https://www.npr.org/transcripts/435416046
"August 21, 2015 ",Social Scientists Develop Profile To Spot Likely Tax Evaders, Research indicates companies with owners from countries that have been shown to have higher levels of corruption are more likely to evade taxes in the United States.,https://www.npr.org/2015/08/21/433402357/social-scientists-develop-profile-to-spot-likely-tax-evaders,https://www.npr.org/transcripts/433402357
"August 18, 2015 ",Can Reusable Bags At The Grocery Store Change What People Buy?," Consumers who prefer reusable bags tend to buy more organic food. Researchers say that makes sense, given that the bags suggest a concern for the environment. But they also buy more junk food.",https://www.npr.org/2015/08/18/432683634/can-reusable-bags-at-the-grocery-store-change-what-people-buy,https://www.npr.org/transcripts/432683634
"August 13, 2015 ","Matchmakers Are Happier Than Non-Matchmakers, Research Shows"," Why do people like to play matchmaker? New research finds that matchmaking produces happiness and, the more unlikely the match, the greater the happiness for the matchmaker.",https://www.npr.org/2015/08/13/432036034/matchmakers-are-happier-than-non-matchmakers-research-shows,https://www.npr.org/transcripts/432036034
"August 4, 2015 ",How Cellphone Use Can Help Determine A Person's Creditworthiness," In the developing world, where many people lack bank accounts or credit cards, banks may hesitate to loan them money. But researchers say cellphones can help determine people's creditworthiness.",https://www.npr.org/2015/08/04/429219691/how-cellphone-usage-can-help-determine-a-person-s-credit-worthiness,https://www.npr.org/transcripts/429219691
"September 29, 2015 ",The Thrill Of (Near) Victory, Gamblers like to win but. But research shows they also get a thrill by simply getting close to a win. A look at the science of near misses.,https://www.npr.org/2015/09/29/444398776/the-thrill-of-near-victory,https://www.npr.org/transcripts/444398776
"September 28, 2015 ",How Poker Player Annie Duke Used Gender Stereotypes To Win Matches," Annie Duke was often the only woman at the poker table, which influenced the way people saw her - and the way she saw herself. Feeling like an outsider can come at a cost, but also be an advantage.",https://www.npr.org/2015/09/28/444236895/how-poker-player-annie-duke-used-gender-stereotypes-to-win-matches,https://www.npr.org/transcripts/444236895
"September 24, 2015 ",Hidden Brain: What's The Source Of Success In Sports?," When the same athletes succeed over and over at a sport, is it because they are simply more talented than everyone else, or is it because ""nothing succeeds like success""?",https://www.npr.org/2015/09/24/443053693/the-hidden-brain-whats-the-source-of-success-in-sports,https://www.npr.org/transcripts/443053693
"September 22, 2015 ",The Cost Of Interruptions: They Waste More Time Than You Think, Interruptions are annoying. Studies indicate that getting interrupted is also costly — it can take a long time to settle back into tasks after a distraction. New research explores a cure.,https://www.npr.org/2015/09/22/442582422/the-cost-of-interruptions-they-waste-more-time-than-you-think,https://www.npr.org/transcripts/442582422
"September 22, 2015 ",Hidden Brain: How Miscommunications Happen, Most people assume they will be better understood by close friends or their partners than by strangers. Most people are wrong.,https://www.npr.org/2015/09/22/442441822/the-hidden-brain-how-miscommunications-happen,https://www.npr.org/transcripts/442441822
"September 22, 2015 ","Trying To Change, Or Changing The Subject? How Feedback Gets Derailed"," The first episode of Hidden Brain explores switchtracking: a common pattern in conversations you'll be accusing your partner of in no time! Plus speedy science, a cup of tea and a song from Adam Cole.",https://www.npr.org/2015/09/22/434597124/trying-to-change-or-changing-the-subject-how-feedback-gets-derailed,https://www.npr.org/transcripts/434597124
"September 15, 2015 ",The Economics Of Happiness And A Country's Income Inequality," For many years people have puzzled over why countries that get richer don't seem to get happier. Now, researchers have an answer.",https://www.npr.org/2015/09/15/440477131/the-economics-of-happiness-and-and-a-countrys-income-inequality,https://www.npr.org/transcripts/440477131
"September 10, 2015 ",Can Grocery Carts Steer Consumers To Healthier Purchases?," New research finds that putting in partitions in grocery carts can increase the likelihood shoppers buy healthy fruits and veggies. (This piece initially aired on May 26, 2015 on Morning Edition.)",https://www.npr.org/2015/09/10/439104239/can-grocery-carts-steer-consumers-to-healthier-purchases,https://www.npr.org/transcripts/439104239
"September 8, 2015 ",Why Are Women Less Likely To Become Entrepreneurs Than Men?, Analysis finds women are less likely to be arrogant about mistakes and more likely to be humble about their achievements. Men are more likely to disregard market signals that their ideas are flawed.,https://www.npr.org/2015/09/08/438473573/why-are-women-less-likely-to-become-entrepreneurs-than-men,https://www.npr.org/transcripts/438473573
"September 4, 2015 ",The Hidden Brain Podcast: A Behind the Scenes Preview," Listen to a preview of the Hidden Brain podcast from NPR's Shankar Vedantam! The show will use science and storytelling to reveal life's unseen patterns, and what's inside your hidden brain.",https://www.npr.org/2015/09/04/436670181/the-hidden-brain-podcast-a-behind-the-scenes-preview,
"September 1, 2015 ",Hard Evidence: Teachers' Unconscious Biases Contribute To Gender Disparity, Girls often outperform boys in science and math at an early age but are less likely to choose tough courses in high school. An Israeli experiment demonstrates how biases of teachers affect students.,https://www.npr.org/2015/09/01/436525758/how-teachers-unconscious-bias-play-into-the-hands-ofgender-disparity,https://www.npr.org/transcripts/436525758
"October 27, 2015 ","Candy For Your Vote, Kid? A Test Of Political Bribery", NPR's Shankar Vedantam tells Steve Inskeep about a Halloween experiment to see whether children can be swayed to change their political preferences with candy.,https://www.npr.org/2015/10/27/452163624/candy-for-your-vote-kid-a-test-of-political-bribery,https://www.npr.org/transcripts/452163624
"October 27, 2015 ",Things That Go Bump In The Lab: Halloween And The Science Of Fear ," This week, the Hidden Brain podcast explores the science of fear — traveling to a haunted house curated by a scientist to investigate what scares us, and why some people enjoy feeling fear.",https://www.npr.org/2015/10/27/450911424/things-that-go-bump-in-the-lab-halloween-and-the-science-of-fear,https://www.npr.org/transcripts/450911424
"October 22, 2015 ",Do E-Signatures Change How People Think Of Documents?, New research finds that e-signatures can potentially make people behave in more dishonest ways.,https://www.npr.org/2015/10/22/450769874/do-e-signatures-change-how-people-think-of-documents,https://www.npr.org/transcripts/450769874
"October 20, 2015 ",The Science of Compassion," On this week's episode of Hidden Brain, we'll explore how being kind to others can make a real difference in your own life.",https://www.npr.org/2015/10/20/448075446/the-science-of-compassion,https://www.npr.org/transcripts/448075446
"October 13, 2015 ","In The Classroom, Common Ground Can Transform GPAs", The Hidden Brain podcast explores the connections between students and teachers. It turns out finding things in common between pupils and instructors could be a tool for closing the achievement gap.,https://www.npr.org/2015/10/13/444446708/in-the-classroom-common-ground-can-transform-gpas,https://www.npr.org/transcripts/444446708
"October 7, 2015 ",Are Big Cities Still A Primary Engine For Scientific Innovation?," For scientists, there have long been advantages to working in big cities — in close proximity to other scientists and inventors. A new analysis delves into whether this is still the case.",https://www.npr.org/2015/10/07/446499494/are-big-cities-still-a-primary-engine-for-scientific-innovation,https://www.npr.org/transcripts/446499494
"October 6, 2015 ",Stereotype Threat: How Often Are Students Assigned Works By Female Authors?, Analysis finds that four in five course readings in the field of international relations are written by men. Female professors are 36 percent more likely to offer readings that have female authors.,https://www.npr.org/2015/10/06/446231751/how-often-are-female-authors-assigned-by-male-and-female-professors,https://www.npr.org/transcripts/446231751
"October 6, 2015 ",An Ace Up The Poker Star's Sleeve: The Surprising Upside Of Stereotypes," Annie Duke was often the only woman at the poker table, which influenced the way people saw her, and the way she saw herself. Feeling like an outsider can come at a cost, but also can be an advantage.",https://www.npr.org/2015/10/06/444213368/an-ace-up-the-poker-stars-sleeve-the-surprising-upside-of-stereotypes,https://www.npr.org/transcripts/444213368
"October 1, 2015 ","Despite Improving Job Market, Blacks Still Face Tougher Prospects", New social science research explores why the unemployment rate for blacks is persistently worse than the unemployment rate for whites.,https://www.npr.org/2015/10/01/444912628/despite-improving-job-market-blacks-still-face-tougher-prospects,https://www.npr.org/transcripts/444912628
"November 24, 2015 ",The Psychological Dimension Behind Climate Negotiations," Ahead of the climate talks in Paris, researchers stress the importance of psychological research. Studies indicate countries could walk away from a deal even if it is in their best effort to agree.",https://www.npr.org/2015/11/24/457203835/the-psychological-dimension-behind-climate-negotiations,https://www.npr.org/transcripts/457203835
"November 24, 2015 ",How To Survive (And Maybe Even Enjoy) Thanksgiving Dinner," The holidays are a time to give thanks and be with the people we love. But sometimes those gatherings can be a bit challenging. This week, social-science based tips for having the best holiday season.",https://www.npr.org/2015/11/24/456824538/how-to-survive-and-maybe-even-enjoy-thanksgiving-dinner,https://www.npr.org/transcripts/456824538
"November 18, 2015 ",There's More To Wage Cuts Than Just Lost Pay, Researchers find that wage cuts endured by workers whose peers do not have their wages cut are much more painful and detrimental to morale than wage cuts that are experienced by everyone on a team.,https://www.npr.org/2015/11/18/456459455/there-s-more-meaning-behind-wage-cuts-than-lost-pay,https://www.npr.org/transcripts/456459455
"November 17, 2015 ",Aziz Ansari: Talking Modern Love With The 'Master Of None'," Hidden Brain host Shankar Vedantam talks to comedian Aziz Ansari — star of a new Netflix show and co-author of Modern Romance — about Tinder, texting and how dating is a bit like ... buying jam.",https://www.npr.org/2015/11/17/455674528/aziz-ansari-talking-modern-love-with-the-master-of-none,https://www.npr.org/transcripts/455674528
"November 10, 2015 ",The Best-Laid (Backup) Plans...," This week on Hidden Brain, researcher Katy Milkman explains why backup plans may make us less motivated, Dan Pink is back to discuss moral hazard, and NPR's Adam Cole ties it all together with a song.",https://www.npr.org/2015/11/10/454589085/the-best-laid-backup-plans,https://www.npr.org/transcripts/454589085
"November 6, 2015 ",Researchers Examine How To Spot A Lying Politician, Can you tell anything about politicians' accuracy by analyzing how they speak? A new analysis finds that lying politicians tend to be more verbose.,https://www.npr.org/2015/11/06/454970570/researchers-examine-how-to-spot-a-lying-politician,https://www.npr.org/transcripts/454970570
"November 3, 2015 ",Lonely Hearts," When the perfect woman started writing Jesse letters, it seemed too good to be true. Because it was. This week, a story about a con, and why sometimes we prefer a lie to the truth.",https://www.npr.org/2015/11/03/453960606/lonely-hearts,https://www.npr.org/transcripts/453960606
"December 29, 2015 ",How The Bias Known As Gambler's Fallacy Affects Our Lives," The fallacy is that we are surprised when things that are supposed to vary a lot, come down one way a number of times. We feel the next case must break the pattern. In reality, there is no pattern.",https://www.npr.org/2015/12/29/461352879/how-the-bias-known-as-gamblers-fallacy-effects-our-lives,https://www.npr.org/transcripts/461352879
"December 29, 2015 ",Maya Shankar: From Juilliard To The White House," Maya Shankar was well on her way to an extraordinary career as a violinist when an injury closed that door. This week, we look at how she wound up at the top of another field: the social sciences.",https://www.npr.org/2015/12/28/460731606/life-s-many-codas-maya-shankar-s-path-from-juilliard-to-the-white-house,https://www.npr.org/transcripts/460731606
"December 22, 2015 ",How Emotional Responses To Terrorism Shape Attitudes Toward Policies," Scientists have been studying reactions to terrorist events, and how those reactions shape public policy. They found emotional response to terror attacks is often out of proportion to actual risk.",https://www.npr.org/2015/12/22/460656763/how-emotional-responses-to-terrorism-shape-attitudes-toward-policies,https://www.npr.org/transcripts/460656763
"December 22, 2015 ",What Drives The Holiday Spirit? A Christmas Investigation," It's the holiday season, and Hidden Brain is here to help! This week we'll talk about how you can become more generous, and give your friends and family gifts they actually want.",https://www.npr.org/2015/12/22/460280411/what-drives-the-holiday-spirit-a-christmas-investigation,https://www.npr.org/transcripts/460280411
"December 17, 2015 ",Is Arguing With Passion The Most Effective Way To Persuade Opponents?," Our unconscious moral framework shapes how we make arguments. Research indicates that if you want to persuade people, you should frame your points using your opponents' moral framework.",https://www.npr.org/2015/12/17/460082538/is-arguing-with-passion-the-most-effective-way-to-persuade-opponents,https://www.npr.org/transcripts/460082538
"December 15, 2015 ",Encouraging TV Binge Watching May Backfire On Advertisers, Research finds that viewers who binge watch are less engaged with ads than viewers who watch TV shows periodically. We explore the psychological reasons why binge watchers are less interested in ads.,https://www.npr.org/2015/12/15/459788999/encouraging-tv-binge-watching-may-backfire-on-advertisers,https://www.npr.org/transcripts/459788999
"December 15, 2015 ",The Psychology Of Radicalization: How Terrorist Groups Attract Young Followers," Why do young people join ISIS? Is it nihilism? Or, as social scientists suggest, a perverse idealism? Hidden Brain explores the psychology of terrorist groups, and why people join them.",https://www.npr.org/2015/12/15/459697926/the-psychology-of-radicalization-how-terrorist-groups-attract-young-followers,https://www.npr.org/transcripts/459697926
"December 9, 2015 ",Terror Attacks Divide Muslims And Non-Muslims Living In The U.S.," Since the Sept. 11 attacks, FBI hate crime data and census trends show that states with the strongest backlash against Muslims saw decreased rates of assimilation among Muslim immigrants in America.",https://www.npr.org/2015/12/09/458887848/terror-attacks-divide-muslim-and-non-muslims-living-in-the-u-s,https://www.npr.org/transcripts/458887848
"December 8, 2015 ",How What Makes You Laugh (And Cringe) Reveals Your Hidden Biases ," This week on Hidden Brain, Shankar Vedantam looks at what we find funny and what, well, crosses the line. Comedian Bill Burr joins us to talk about why race, gender and Caitlin Jenner can be so funny.",https://www.npr.org/2015/12/08/458307977/how-what-makes-you-laugh-and-cringe-reveals-your-hidden-biases,https://www.npr.org/transcripts/458307977
"December 1, 2015 ",Being Labeled An Expert May Contribute To Someone Being Closed-Minded," People who are even temporarily given the feeling that they are experts become more rigid in their thinking, and become less likely to be willing to consider new points of view, according to research.",https://www.npr.org/2015/12/01/457974684/being-labeled-an-expert-may-contribute-to-someone-being-closed-minded,https://www.npr.org/transcripts/457974684
"December 1, 2015 ",How The Brain Tells Real From Fake: From Fine Art To Fine Wine," Shankar speaks with Noah Charney, author of The Art of Forgery, about what motivates art forgers. Also this week on Hidden Brain: why we love studies that prove wine connoisseurs wrong.",https://www.npr.org/2015/12/01/457232855/how-the-brain-tells-real-from-fake-from-fine-art-to-fine-wine,https://www.npr.org/transcripts/457232855
"January 27, 2016 ",Promoting Partisan Divide May Up Candidates' Donations, A political fundraising experiment reveals: Small donors are more likely to open their wallets for political campaigns when they're told other donors who support a rival candidate are being generous.,https://www.npr.org/2016/01/27/464533076/promoting-partisan-divide-may-up-candidates-donations,https://www.npr.org/transcripts/464533076
"January 26, 2016 ",Fambul Tok: Forgiveness And 'Family Talk' In Sierra Leone," Following 11 years of brutal civil war, perpetrators and victims are forging peace around bonfires across Sierra Leone.",https://www.npr.org/2016/01/26/463861864/fambul-tok-forgiveness-and-family-talk-in-sierra-leone,https://www.npr.org/transcripts/463861864
"January 19, 2016 ",Social Science Research Examines The Generosity Of The Wealthy," Self-made billionaires are bigger philanthropists than those who inherit their wealth, research says. That might explain why the self-made wealthy plan to donate much of their wealth to charity.",https://www.npr.org/2016/01/19/463550989/social-science-research-examines-the-generosity-of-the-wealthy,https://www.npr.org/transcripts/463550989
"January 19, 2016 ",Why It's Not Too Late To Make A New Year's Resolution, Today is the perfect day to (re)start your resolution. Here's how.,https://www.npr.org/2016/01/18/463220298/why-its-not-too-late-to-make-a-new-years-resolution,https://www.npr.org/transcripts/463220298
"January 14, 2016 ",Researchers Probe Stereotype: Christians And Science Don't Get Along, Do stereotypes about religious people undermine their performance in certain tests? Studies have found Christians tend to underperform non-Christians when it comes to tests of logical ability.,https://www.npr.org/2016/01/14/463010075/researchers-probe-stereotype-christians-and-science-dont-get-a-long,https://www.npr.org/transcripts/463010075
"January 12, 2016 ",Predictably Unpredictable: Why We Don't Act Like We Should, Shankar Vedantam talks to Richard Thaler — father of behavioral economics and author of Misbehaving -- about why we so often fail to act the way we should and how marshmallows can predict the future.,https://www.npr.org/2016/01/12/462386252/richard-thaler-why-most-economists-might-as-well-be-studying-unicorns,https://www.npr.org/transcripts/462386252
"January 5, 2016 ",Hidden Factors In Your Brain Help To Shape Beliefs On Income Inequality," An experiment, conducted at bars in Kansas, suggests that hierarchical thinking comes more easily to people than egalitarian thinking. This may have implications for the topic of income inequality.",https://www.npr.org/2016/01/05/461997711/hidden-factors-in-brain-help-to-shape-beliefs-on-income-inequality,https://www.npr.org/transcripts/461997711
"January 1, 2016 ",Can Psychology Teach Us How To Stick To New Year's Resolutions?," Research out of the Wharton School suggests that people see New Year's Day, their birthdays and even the start of a new month or week as ""temporal landmarks"" — which might help us keep resolutions.",https://www.npr.org/2016/01/01/461714320/can-psychology-teach-us-how-to-stick-to-new-years-resolutions,https://www.npr.org/transcripts/461714320
"February 23, 2016 ",Stroke of Genius: How Derek Amato Became a Musical Savant  , Derek Amato wasn't born a musical savant. He became one—almost instantly—after hitting his head on the bottom of a swimming pool.,https://www.npr.org/2016/02/22/467680296/stroke-of-genius-how-derek-amato-became-a-musical-savant,https://www.npr.org/transcripts/467680296
"February 17, 2016 ",Is There A Connection Between College Football Games And Risks For Rape?," Analysis explores the relationship among college football, binge drinking and sexual violence on campus. It suggests that reports of rape increase 41 percent on college football home games.",https://www.npr.org/2016/02/17/467036661/research-explores-connection-between-college-football-games-and-sexual-assault-r,https://www.npr.org/transcripts/467036661
"February 16, 2016 ","Remembering Anarcha, Lucy, and Betsey: The Mothers of Modern Gynecology", J. Marion Sims is remembered as the father of modern gynecology. Forgotten are the mothers—the enslaved women whose bodies were sacrificed for the advancement of his research.,https://www.npr.org/2016/02/16/466942135/remembering-anarcha-lucy-and-betsey-the-mothers-of-modern-gynecology,https://www.npr.org/transcripts/466942135
"February 12, 2016 ",Don't Be A Stupid Cupid! Hear How Not To Buy A Selfish Valentine's Day Gift," Social scientists have been studying Valentine's Day gifts, and research shows: The more you love someone, the more likely you might be to give selfish gifts.",https://www.npr.org/2016/02/12/466512300/dont-be-a-stupid-cupid-hear-how-not-to-buy-a-selfish-valentines-day-gift,https://www.npr.org/transcripts/466512300
"February 9, 2016 ",Why You'll Never Buy the Perfect Ring (and Other Valentine's Day Stories)," It's almost Valentine's Day, but this week we're not talking about love. Instead, we explore the other forces that drive our romantic relationships.",https://www.npr.org/2016/02/09/466057462/why-youll-never-buy-the-perfect-ring-and-other-valentines-day-stories,https://www.npr.org/transcripts/466057462
"February 4, 2016 ",Research Explores Consequences Of Revealing Embarrassing Details, Confessing embarrassing information is often better than withholding it. Research finds that people distrust withholders of details more than they dislike revealers of unsavory information.,https://www.npr.org/2016/02/04/465530135/research-explores-consequences-of-revealing-embarrassing-details,https://www.npr.org/transcripts/465530135
"February 2, 2016 ","Near Wins, And Not Quites: How Almost Winning Can Be Motivating"," Shankar Vedantam explores ""almosts"" and ""not quites"" on this episode of the Hidden Brain podcast, with the help of Monica Wadhwa, Dan Pink and country music singer Kacey Musgraves.",https://www.npr.org/2015/09/29/439489290/near-wins-and-not-quites-how-almost-winning-can-be-motivating,https://www.npr.org/transcripts/439489290
"March 29, 2016 ",How To Build A Better Job, You have more control over having the job you want than you think.,https://www.npr.org/2016/03/28/471859161/how-to-build-a-better-job,https://www.npr.org/transcripts/471859161
"March 25, 2016 ",Peer Pressure May Not Work The Way We Think It Does, A new research study finds that students exposed to their very best peers became discouraged about their own abilities and performance — and were more likely to drop out.,https://www.npr.org/2016/03/25/471817328/peer-pressure-may-not-work-the-way-we-think-it-does,https://www.npr.org/transcripts/471817328
"March 22, 2016 ",What Happens When You Empathize With The Enemy," This week on Hidden Brain, the stories of two men who showed empathy for the other side and found themselves labeled ""enemy"" by their own people.",https://www.npr.org/2016/03/21/471283599/what-happens-when-you-empathize-with-the-enemy,https://www.npr.org/transcripts/471283599
"March 15, 2016 ",Even Astronauts Get The Blues: Or Why Boredom Drives Us Nuts," We've all been there: bored in class, bored at work, bored in standstill traffic. But why do we find boredom so unbearable? Hidden Brain investigates – hopefully, without boring you.",https://www.npr.org/2016/03/14/470416797/even-astronauts-get-the-blues-or-why-boredom-drives-us-nuts,https://www.npr.org/transcripts/470416797
"March 3, 2016 ",How Does Sunshine Affect The Lottery?, Social science research examines how the mood of gamblers can change the way they think about risk. New Yorkers buy more lottery tickets when the weather is good and when their sports teams win games.,https://www.npr.org/2016/03/03/469005750/how-does-sunshine-affect-the-lottery,https://www.npr.org/transcripts/469005750
"March 1, 2016 ",How Does Gender Affect One's Willingness To Compete?, New social science research suggests highly competitive settings are likely to dissuade qualified women from tossing their hats in the ring.,https://www.npr.org/2016/03/01/468751715/how-does-gender-affect-ones-willingness-to-compete,https://www.npr.org/transcripts/468751715
"March 1, 2016 ","Originals: How To Spot One, How To Be One "," Adam Grant, author of Originals: How Non-Conformists Move the World, tells us what makes an original, how parents can nurture originality in their children, and its potential downside.",https://www.npr.org/2016/03/01/468574494/originals-how-to-spot-one-how-to-be-one,https://www.npr.org/transcripts/468574494
"April 28, 2016 ",Ashley Madison Hack Inspires Social Scientists To Look Behind The Names," A leak of names from one of the world's most famous ""adultery"" sites, Ashley Madison, got social scientists thinking. They've recently tried to see if people who like to cheat in their marriages also have a propensity to cheat at work.",https://www.npr.org/2016/04/28/476060486/ashley-madison-hack-inspires-social-scientists-to-look-behind-the-names,https://www.npr.org/transcripts/476060486
"April 26, 2016 ",When Personalization Leads To Discrimination On AirBnB," In the sharing economy, the goal to personalize the exchange can have some unintended consequences. The Hidden Brain podcast explores how discrimination plays out on AirBnB.",https://www.npr.org/2016/04/26/475773261/when-personalization-leads-to-discrimination-on-airbnb,https://www.npr.org/transcripts/475773261
"April 26, 2016 ",How Being Busy Affects Our Motivation," There's an old saying: If you want to get something done, ask a busy person. Researchers find that busy people are more motivated to complete tasks after missing a deadline than their non-busy peers.",https://www.npr.org/2016/04/26/475696063/how-being-busy-affects-our-motivation,https://www.npr.org/transcripts/475696063
"April 26, 2016 ",#AirbnbWhileBlack: How Hidden Bias Shapes The Sharing Economy," The sharing economy is making online transactions far more personal, which can lead to some unintended consequences.",https://www.npr.org/2016/04/26/475623339/-airbnbwhileblack-how-hidden-bias-shapes-the-sharing-economy,https://www.npr.org/transcripts/475623339
"April 19, 2016 ",Why Our Brains Weren't Made To Deal With Climate Change," Human beings would be better at fighting climate change if we weren't so, well, human. In this episode, we explore the psychological barriers to addressing climate change.",https://www.npr.org/2016/04/18/474685770/why-our-brains-werent-made-to-deal-with-climate-change,https://www.npr.org/transcripts/474685770
"April 12, 2016 ",What Does Time Perception Have To Do With Racial Disparities?," Research shows that our biases can actually skew our perception of time. For police officers, this means some are at a greater risk for shooting unarmed black men.",https://www.npr.org/2016/04/12/473912255/what-does-time-perception-have-to-do-with-racial-disparities,https://www.npr.org/transcripts/473912255
"April 6, 2016 ",How Decedents' Quality Of Life At The Time Of Death Affects Others," Research indicates when a partner dies happy and contented, that stays with the other person a long time, but when a partner dies unhappy and in pain, those feelings stay with the other one, too.",https://www.npr.org/2016/04/06/473201959/how-decedents-quality-of-life-at-the-time-of-death-affects-others,https://www.npr.org/transcripts/473201959
"April 5, 2016 ",The Power And Problem Of Grit," Grit is a quality that parents strive to teach to their children, and teachers strive to teach their students. This week on Hidden Brain, we explore grit, and ask, does it also have a downside?",https://www.npr.org/2016/04/04/472162167/the-power-and-problem-of-grit,https://www.npr.org/transcripts/472162167
"May 31, 2016 ",Food For Thought: The Subtle Forces That Affect Your Appetite," What do large tables, large breakfasts and large servers have in common? They all affect how much you eat. This week on Hidden Brain, we look at the hidden forces that drive our diets.",https://www.npr.org/2016/05/31/479754700/food-for-thought-the-subtle-forces-that-affect-your-appetite,https://www.npr.org/transcripts/479754700
"May 24, 2016 ","Gig Economy Reduces Lower Quality Entrepreneurial Activity, Study Shows"," The gig economy might allow entrepreneurs more freedom to earn a living working hours that suit start-up activities, but it also discourages lower quality ventures — the type that fail on Kickstarter.",https://www.npr.org/2016/05/24/479274199/gig-economy-reduces-lower-quality-entrepreneurial-activity-study-shows,https://www.npr.org/transcripts/479274199
"May 24, 2016 ",When Great Minds Think Unalike: Inside Science's 'Replication Crisis', Lots of psychology studies fail to produce the same results when they are repeated. Does that mean we shouldn't trust science?,https://www.npr.org/2016/05/24/477921050/when-great-minds-think-unlike-inside-sciences-replication-crisis,https://www.npr.org/transcripts/477921050
"May 18, 2016 ",How Obamacare Affects Our Wallets And Debt Ratio, A study examined the economic effects of the Affordable Care Act. Researchers found states that opted to expand Medicaid through Obamacare had residents with fewer unpaid bills and less debt overall.,https://www.npr.org/2016/05/18/478488944/how-obamacare-affects-our-wallets-and-debt-ratio,https://www.npr.org/transcripts/478488944
